Reviews,Labels
"Alhamdulillah products onk vlo chilo 
jeta caichilam tar thekeo blo products paichi",1
Alhamdulillah same products paice,1
"valo, use kore dekhi soft hocche. aro kichu din use korle bujha jabe",1
"thanks daraz kkub fast delivery paisi, product vlo pakejing silo use korar por deki kmn hoi,",1
product ta onek valo,1
Jei rokom dekha sei rokom peyeci original product 100% and 100% original daraz online thanks for delivery man,1
Product Quality is Good. Ekhono use kori nai. Dekhe mone hocche eta Chinese product. Over all Good Service.,1
Lip balm ta onk vlo silo apnara chaile nite paren ...Ami review dite hoi kmn kore jantam na to tai cesta kore dakhlam hoi ki na ..seller Vai onk vlo silo..,1
kom dine ei delivery peye gechi.. akn use kore dekbo kemon ...tnx daraz,1
product ta khub taratariie pelam...sellero khub vlo,1
alhamdulillah aj theke use korchi. Jazakallah,1
vloi kharap na thanks daraz dam hisabe valo,1
price hisebe thik ase,1
"Product ta bhalo. 
Delivery akdin tara tati peyechi.
satisfied.
Recommended.
good accordind to the price",1
so goood smell ta josss.thank you daraz original product er jonno,1
Daraz rock...marattok ekta jinis,1
Alhamdulillah ! daraz theke ei 1st time original product pelam.Thanks to Seller,1
lip balm ta onek valo. r atar color ta onek nice,1
"use kore review dilam product ta valo lagece,Thank you valo service deyar jonno",1
just wow Tnx seller vaiya Tnx daraz,1
"khub kom somoye hate peyesi,product khub valo jamon asha koresi.nirvor joggo seller.Thanks Daraz",1
vaiya apnr product just WOW...ki bolbo ato kom price ato Valo product...,1
Hmmm. Motamoti valo product. ami use koresi. Kaj valoi kore. Apnara nite paren. Thanks Daraz,1
"Daraz k onek onek tnx, khub tara tari product ta delivery diche, jemon ta cheyechi temontai peyechi, je je chan order korte paren",1
jamon chici tamoni Paice,1
"Alhamdulillah, onk valo kaj Kore, Amr lip onkta soft r pink hoice
thank you Daraz & seller k
Good product",1
Original mone holo,1
onk onk onk e thanks Daraz,1
product ta onk beshi vlo,1
Ai lip balm ta onek balo,1
kichu din dhore dicchi to asha kori valoi hobe,1
thik thak. just for regular use,1
valoi,1
onk reasonable price e o valo jinish pailam,1
All Product r Intact n Authentic. Nice Packaging .Very very Good Seller.100% Recommended.Thanks Seller N Daraz.,1
I lv the smell of this lip balm.. this is too good.. highly rrecommended... got product very early after order.. 5 star overall!,1
Well packaged. Swift delivery. Love the product. Amazing strawberry smell. Super hydrating.,1
"Good packaging, good customer service with fast reply, definitely original product with good price!",1
I can blindly trust their shop for getting the original product thanks,1
"This Lip balm are really good, Thanks for giving me the product",1
"product was good...
Thanks to seller",1
It's Quite Good .I use it and i feel ok for me,1
original,1
maybe product is original.thanks for sellar and delivery man.,1
Thank you so much for your beautiful product. I love it.thanks daraz and seller also,1
Loved the Lip Balm! The quality of the product is very good as well as the smell and the 'look'!,1
"Alhamdulillah products is Very beautiful... 
Thank you so much daraz...",1
Good product. Thanks Daraz.,1
nice,1
Nice,1
good product,1
"I am so happy, for this lip balm, Thanks daraz thanks seller",1
Thanks for everything. I got the parcel nicely. Everything was fine. Seller and rider were sincere about customer's satisfaction. But I didn't get any instructions how to use it. If it would be there than it would be more helpful. Overall I'm satisfied.,1
Alhamdulillah.Product was good..And received it on time..Thanks..,1
appreciate,1
Quality is Excellent. Recommended.....,1
"Other than the fact they sold product of 110 instead of 100 taka which was it‚ mrp everything else was great, and the 12 piece livon kind of make it up so Im not going to take any steps against them",1
Good product. 100% original. thanks.,1
very nice product.,1
I like this product,1
Best lip balm. 10/10. Delivery was so fast. Thanks.,1
"Original product, got it at best price.",1
"Well everything was perfect ,im happy",1
100% orgenial product????,1
perfect,1
The delivery process is quite good and have got the right product.,1
"Good product. Original. Recommended.
Thank you Seller.",1
Its very cute. recommended,1
Nice product,1
"All Product r Intact n Authentic.
Nice Packaging .Very very Good Seller.100% Recommended.Thanks Seller N Daraz.",1
It's OK,1
thank you so much ami daraz teke jaja nisi ta kubi balo silo and I am so happy ja deksi tai asce,1
"Authentic product, colour gulu jemon asha korechilam tik temoni onek shundor. ageo onno shade order korechilam, always original product peyechi. thanks focallure & thanks daraz.",1
Sob gula lipstick e darun and lipstick gula amr khup poshondo hoice. Daraz theke jotobar ponno kinechi sob gulai valo porche,1
Valo lagar moto akhta color Ami olpo somoy rekhesi tai olpo color hoise aro vlo color hoto. Thank you daraz &saller ke akhta vlo product deyar jonno. sobai caile nite paren shob jaygay use Kore jawya jay I'm must satisfied,1
Khub e valo product. Smell taw valo. orange flavour er lollipop er moto Smell. onek shundor colour hoi.,1
Mota Moti valo. but atat kalar ta onk ralka ar akto garo hole valo holto. but valo ato tao kharap nah.,1
products gulo matro hate peyechi. akhn porjonto thik e ache. apnara o chaile nite paren,1
Sry to say ektu busy silam tai review dite late holo but this is really so good jemonti cheyesi thik temonti peyesi thanks daraz team and saller I'm satisfied thanks again.,1
"onk sundor amr kase onk vlo lagche apnaro nite paren colour ta joss i like it
thank you Daraz",1
"Alhamdulillah!!
Lipstick gula khub sundor. Price hisabe khub e vlo. R dekhte o khub sundor.",1
colour gula khub kacha kachi colour. mon hocche 2 ta ak rokom.tarpor o akta good side hocche smell bhalo.8 ta e chilo.packaging bhalo chilo,1
onkkk vlo product. 2nd time nilm. sobai nite paren,1
Thanks Daraz. first time order korechi and product vlo hoice. lipstick er color gula beshi deep noy. overall good product,1
onk vlo product.onk sndr hoisa. ami onk khushi hoici. tnq daraz and tnq sealer,1
"Ai niya 2 nd kinlam ai product ta
Amr friend ke gift korbo tai kinlam valo lagse tai
khub e valo & colour gulu joss.",1
besi kisu bolbo na khub e valo product seller er behaviour khub valo sobay nite paren,1
Alhamdulillah 1 st time daraz a order koresilam product ta onk valo silo jemon ta dekhesi akdom thik tamon tai Peyechi. Onk taratari product ta delivery diyese. tnq u so much daraz,1
valo nite paren onekkhon thak colour ta fast delivery u khub valo legese.,1
thank you so much daraz ke. khub valo product. sobai nite paren. it's an amazing product.,1
colourta khub sundor. ar original tai pesi. sobai nite paren. khub e valo product ta,1
same as picture. full mate. salesman & packing sob joss chilo. satisfied,1
so nice quality khub valo thank you so much Daraz and Daraz seller,1
just wow akta jinis colour gular bepary r ki bolbo r pigment o just wow & seller + delivery vhaiya onader bebohar o valo & I'll give you 5 star,1
thanks daraz jamon caichi tamon e paichi. akdom ja dakhaiche tai diche !! Kew nite caile nite paren,1
product ta sotti onk vlo. packaging tao cilo onk vlo. color gulo onk sundor. sob milaye amr onk vlo legece. thanks daraz,1
Prothome vhebechilam Kemon hobe but product pawar por ami shocked. Atooo cutee akti lipstick set pabo kokkhono e vhabi ni. Colour gulor preme pore gelam. Thanks Daraz I Love you,1
Onek cute akta lipstick regular use er jonno parfect. thank you daraz,1
Thanks to daraz. Jmon chicelam thik thamon. Love it. All over is awesome.,1
onk sundor lipstick gula seller onk bhalo r delivery boy o onk bhalo 3 dine hate peyechi. amr onk pochondo hoyeche. sobai nite paren onk bhalo,1
"thanks apu for this beautiful lipstick. Colour gula o sundor and lipstick gulo o onk cute. first time daraz theke order korechi, product o valo chilo and delivery o fast chilo. Thanks daraz and seller k.",1
First time daraz theke order korlam. Experience khubi bhalo. Lipstick ta khubi bhalo. Tobe size arektu boro hole arektu khusi hotam. Overall I am fully satisfied. Recommended,1
Onek valo apnara nite paren,1
"Good product. Shundor vabe packing kora chilo & taratari delivery peyechi. So,thank you Daraz.",1
"delivery mann soytannn er haddiii.onnek jamela korche obosese hat e pelam. eta paba r asha cherei diye chilam. jay hok onnek khusi quality good,smooth. lip e sundor hoye bose but 3 tah colour same lagche. tobu o satisfied.",1
onk vlo products ta amr to onk onk vlo lagcha sobai nite paren je kono jaygay carry korte parbn khub sohojai onk sundor akta products tnqq daraz r seller vaiya keo onk onk tnx thik smy delivery dewar jnno,1
picture e mone hoccilo boro.but onk choto lipstic gulo.but cute colur gulou nice. thank you Daraz,1
onekkkkk sundorrrrrrrrr,1
lipstick colour gulo just wow onk onk cute product.,1
Je duita colour cheyechilam seigulai peyechi. er original product. Thanks Daraz,1
fully satisfied. product & packaging is alhumdolillah. seller er behaviour o onek valo,1
Product ta onk vlo cilo jemon caici temon i paici,1
Onek onek beshi valo hoice. Thanks seller and Daraz for the product. Caile nite paren onek kom somoy e paici,1
Colour gulo te temon difference nei.kachakachiy colour.but ei price er vitor eta best chilo,1
khub sundr.jeta dekhano hoisw setai dise. ar seller akta eyeliner pencil o dise. onek onek thanks. hope to order again from this shop,1
joxxx lipstick tqu so much,1
"Really ..I'm totally satisfied and
uff colour ta thanks seller vaiya. for the gift",1
jmn ta chaisilam tmn paisi thanks . apnara nite paren its really cute,1
thank you so much daraz team and saller product ti sotti khub balo amr khub posondo hoyese thanks again.,1
Lipstick er colour ta onek sundor.Quality o valo.Sathe gift dear jonno seller k thanks.,1
"Really nice this little monster, from Daraz online shopping. Onek shot time a peye gechi.",1
lipstick gula khub shundor. delivery o druto peye gesi. over all satisfied,1
Alhamdulillah lipstick gula khub sundor r color gular kotha ki bolbo just awesome service is very first r seller er behavior o onak valo sobmelaiye I'm fully satisfied Thank you so much daraz,1
Balo pory sy thank you,1
"not bad.
kn jani mone hoilo pp ta ektu beshi
ektu chutu bt cute",1
Really liked the product a lot.Jedin delivery deoar kotha chhilo tar agei peyegesi.Onk cute 16 different colored lipstick.It was worth the price.,1
valo product,1
sob gula shade e thik silo tnx seller and daraz,1
just wow nice akta liquid lipstic. resemble price er moddhe pelam. saler onk valo,1
lipstik ta paice.valo lagce smell ta o onek sundor. thankyou daraz ato gula lipstick akshate ato kom price dawar jonno. i am very satisfied with the products and their delivery process. they are very fast.,1
khuv valo tnx seller,1
"it's really awesome.
colour tao jmn Joss 
tmn use korao moja",1
lipstick ta purai joss. onek cute. colour gula o onek sundor,1
Color gulo almost same.Otherwise all okay.I guess this is the Best product in this price.,1
product thik chilo .apur Jonno neya. package quality o valo chilo.,1
dam onujayi lipstick gula vlo and colour gula sundor.,1
Onk vlo product paichi . Packing ta darun chilo . Seller vai k onk onk donnobad .vlo product deyar jonno . Halka colour chichilam tai halka colour dichen .,1
"sob thik ase lal, khoiry colour duita change hoyese. good quality. thanks daraz.",1
product ta just wow sobai nite paren.Thanks daraz,1
Alhamdulillah,1
nice product I love this lipstick apnara caile nite paren.,1
onek color gula asole amdr Bangladeshi myeder manay na.bt lipstick gula asole onek valo.matte finishing.onek valo ekta feeling ae. ektuo dry na. onek valo,1
It was my second purchase from focalliure. These shades are so much pretty and after use on lips it staying long time lightly. Satisfied with this product.,1
its was my 1st purchase frome Focallure. these shades are so much pretty and soft. use on lips its staying long time lightly. i recommended it thanks you Focallure,1
the lipstick is so small. but it's cute and tbh the lipstick quality so good. and also it smells like chocolate. I'm gonna buy more. I loved it,1
Wow lipstick,1
I got the same as advertised.,1
colours are very beautiful. delivery was fast.thanks daraz and seller,1
nice lip colour thanks,1
best best lipsticks I ever used,1
Got this before telling time.Same as picture and the smell is also so good.I like it.,1
thanks seller n daraz. a beauty blender as gift.,1
Same as picture and very beautiful thanks seller and Daraz also.,1
"It's Amazing
This lipstick colour is soo beautiful",1
it's so cute.,1
Good but the product wasn't long lasting andnI wanted strawberry rose but I got romantic rose,1
product was good. recondended.,1
just wow . thanks daraz,1
"got an unexpected fast delivery, delivery-man was also nice and co-operative. now, about the lipstick- it was smooth and opaque but it takes quite a lot of time to dry and you could see the texture of your skin very clearly after it dried. it's quite smudge-proof but not waterproof. it's not long lasting either so i wouldn't recommend to wear it on special occasions. the lipsticks were smaller than expected and the tubes had very less amount of lipstick in them. and five of the shades were red-ish and very similar to each other which i didn't quite like; a bit more of variation in the shades would have been better as a set. overall, i think it's a satisfactory product according to the price and you can buy it to wear on a regular basis.",1
